Gene	N1	N2	N3	N4	N5	N6	T1	T2	T3	T4	T5	T6
1073_at	7.91665275243047	5.72433424945816	6.12455144059201	5.94207411011183	6.16360756725869	5.77692016421006	7.91715085791459	6.41640955922761	6.08226577752492	6.8727354449922	6.61366648438649	6.2609240105158
1074_at	3.74849725334153	3.43467522733220	3.25059946217206	3.1103858235489	3.07981206897666	3.45926392744507	4.60051902052305	3.4284787371113	3.42138917901638	4.22538193924491	3.46818517141177	3.83394097572393
1075_f_at	3.81930658146422	4.77981922509799	4.45828080160269	4.47073922933779	4.31426410206546	4.15316278400319	3.88067927647665	4.33697685914111	4.05350604548001	4.02665298800772	4.49106929306854	4.16716174264731
1076_at	2.66030255743195	2.90867875300715	2.92045448572267	3.09984487681606	2.80253952256667	3.13819919346219	2.67637376598072	3.03835697234913	2.76617579317900	2.56020718777289	2.51668355757153	2.61902028129843
1077_at	2.82932889645927	3.3060420622754	3.35128320494006	3.228784423063	3.49894222207265	3.94228068486168	2.87280247242563	2.96028579194873	2.88470831855536	3.16525826405121	3.11092586803580	3.10602813185985
1078_at	2.89715850140409	3.47728469707459	3.25314635240920	3.32276483035755	3.55685529946189	3.45973276460946	2.82777895033955	2.95172769439316	2.94042932815929	3.03737513435965	3.14671251602323	3.04104139790036
1079_g_at	4.66034805477415	5.80791019546241	5.76763657325363	5.91259815408993	5.77089647063163	5.5626755295766	4.930228626291	5.54951885846799	5.61903292000366	5.18596006985387	5.64875564176446	5.41867054999534
107_at	5.1984783854688	5.6357266583526	5.8721950281848	5.56463447050737	5.73232820741376	5.47826448353064	4.98436318092064	5.35751011902602	5.39813660938263	4.9606628732788	5.37037269652972	5.30663194257518
1080_s_at	3.80165509888664	4.6853573168635	4.39466326594361	4.47133625028611	4.46126184793879	4.7170113675142	3.86379651403062	4.23405266513023	4.20492395267898	3.84283524684891	3.93257304617675	4.12049253757087
1081_at	7.61431407183322	6.56118460733108	6.64178235021359	6.2926529502386	6.23610101139751	6.60715710398818	10.1870935685535	7.15268272754826	8.02518347538174	7.91643246337051	7.43219445004823	8.3480858462958
1082_at	3.8187836243026	4.38357379622739	4.23213828592754	4.36463648609167	4.51654014808614	4.6893050628657	3.99046584690237	4.14436077679974	4.04321641517879	3.70013029159819	3.97933911528624	4.08804567386661
1083_s_at	5.66614801198271	6.92660772477658	6.84422697507993	6.67867089875322	6.84050902633448	6.93434757222525	5.8530699820563	6.49438194842383	6.29479174412268	5.68367697880916	6.3518626663256	6.50222748087294
1084_at	3.84967455316998	4.43830199522924	4.52077546874596	4.20455270843523	4.52037822760836	4.61304588683281	3.97664367476842	4.31302492555193	4.34196643911580	3.59607713919626	4.20064550013691	4.19834838481734
1085_s_at	5.89048061494888	6.4701785475658	6.41859544621337	6.3560825900409	6.36429574456466	6.36658221430637	5.71448787502368	6.24986194636939	6.12912880406253	5.73560814323924	6.2205356297036	6.24668067494758
1086_at	3.81902411710685	5.22662048720433	4.77603908382817	5.27043476710776	4.95473899706663	4.92645977211295	4.11482403913646	4.79424599415752	4.75272925976153	4.26104227402007	4.84063345664258	4.65756693104959
1087_at	4.72056526940364	5.52945639056425	5.20123268109765	5.35183361531718	5.15977633011401	5.09112574591262	4.7606325034972	5.26085970366739	5.26708058982674	4.60693006977579	5.1114908121606	5.05265910342792
1088_at	2.77846421450625	3.08517211821172	2.96138117356273	3.20320232029651	3.20320646771605	3.00358646391334	2.65111688454643	2.70271590701834	2.8594120835222	2.58702571783903	2.92762542087385	2.92557250433430
1089_i_at	5.10752285389181	5.79294252646118	5.81008535762839	5.90215849690162	5.95381521233015	5.673363999178	5.12893750299146	5.32298951754006	5.4234581248943	4.98367997385929	5.46156124135927	5.54121975635844
108_g_at	6.79646006183832	7.72618319480477	7.6560440339735	7.63715086860215	7.61342043074877	7.58587858886087	6.90038764476113	7.47297834066058	7.24964282443906	6.80405331683545	7.48326779723839	7.42040531728163
1090_f_at	3.18443979117721	4.13884245647837	4.06247702718853	4.11805030779661	3.77222190160467	3.86358966673878	3.58826575049921	3.96443497687913	3.7728392518968	3.28949141279222	3.57378108356859	3.73426426060732
1091_at	8.09480444405269	8.32388449713848	8.30864053521897	8.2534396894896	8.21441902585513	8.25668269007668	8.16315691905748	8.18944812370774	8.24291004176169	7.95927618873153	8.01640101538989	8.22930360582176
1092_at	7.82321766380993	8.75455915627536	8.6425278904748	8.65922921787992	8.6118204130328	8.74316552042313	8.1107415878521	8.59002907612422	8.44968684824906	8.2573002101268	8.3417183590879	8.52429711321421
1093_at	2.61203979989611	2.96206408390209	3.38566743534636	3.03720931673987	2.79949126107571	3.08613592436979	2.65719251230102	2.83887205395382	2.69465375498427	2.70346904821371	2.8891206754255	2.85883148825820
1094_g_at	4.57566295835261	6.03423738351301	5.96830790207857	6.11532152684104	5.8327045137962	5.97674377989084	5.24745194677789	5.83472308089544	5.80187883027472	5.32679286071154	5.80334605019486	5.84455642766872
1095_s_at	2.60895460117423	2.93215261462769	2.65259294152904	2.96673492215062	2.92553038349296	2.59901354431683	2.45147923240694	2.68696098585284	2.59609469897276	2.36549848188315	2.57968683917988	2.57828421777032
1096_g_at	5.72830556859411	6.42319504144297	6.41617437749895	6.26440300821819	6.29019354598789	6.37212763947499	5.72784347103593	6.32421730195891	6.40119757233649	5.95822271857057	6.09981331063815	6.1234011105423
1097_s_at	4.68024468948625	5.80747893375576	5.57059143009543	5.77767251349111	5.62601652620138	5.54321008788081	4.80127023306151	5.31117145726774	5.35161624884296	5.05226374434444	5.41147099254301	5.42280529703692
1098_at	2.82539843335571	3.6733665747551	3.34370256623594	3.26566707416427	3.20774064056883	3.55660036997537	2.79728541447136	3.25896617682225	3.21469265091253	2.6669294484991	2.99093753948364	2.99604597971931
1099_s_at	5.7076686025511	4.3661535474292	4.31923470755819	4.31340913141024	4.32351120147829	4.07644032224938	4.50939295838239	4.12961381833844	4.52620079010567	3.94725388909337	4.18331667914231	4.59546884921236
109_at	6.41701422015407	6.13024256145788	5.8288340252695	6.06349788963752	5.95058060971391	5.92432849035798	6.05202378432236	5.97008595151834	5.94386131711285	5.95265636471088	5.86360754111315	5.88290457586243
1100_at	6.84721526554057	5.13518911869732	5.46731442448977	5.42537093444856	5.07069564659829	4.95760132977447	6.66414350554032	5.32519959495821	5.51576752174318	5.63507007906851	5.22054594411924	5.63093960805103
1101_at	4.85624168439558	5.19763552248611	4.94591700101385	5.08464703185369	5.1081000123004	4.94190680606481	4.82475653187632	4.92620620524179	4.91735717515469	4.67799506002269	4.92567443447848	4.96244506895566
1102_s_at	3.85416027395372	3.84877797786264	3.95405018626651	4.01723849701373	3.75445462736428	3.99927330081536	3.98869554891638	3.5810031841216	3.60514817341716	3.48785604468262	3.53509347771526	3.84362535980254
1103_at	6.92500171659438	5.38505655876736	5.53679699373711	5.76373344686978	5.34437369334212	5.40259884570534	5.06886580765489	5.63004791064574	5.55115591113861	5.38166545727987	5.83992738889539	5.71543657256981
1104_s_at	8.33791808646521	6.06953293069874	6.05767675718376	6.01587353283192	6.1282079320695	6.24373267298302	7.7136170863944	6.01182991015488	6.52813012721411	7.63257091652315	6.44730391403221	6.70109956380816
1105_s_at	8.4689361280889	8.70943272029701	8.5246139294258	8.62500715009484	8.55973303892502	8.49883436701384	8.00381144569637	8.39268297803692	8.33101024223459	8.50447331656814	8.3646814325843	8.37395848558301
1106_s_at	7.26585238357677	6.75352040981373	6.6908427423728	7.04401402149959	6.75719241153802	6.88343709761321	6.45456841385927	6.6495240661706	6.59674488322463	6.94351690256128	6.71184917932363	6.59201449843172
1107_s_at	6.19447931148787	6.0824760588928	6.01979088561501	6.25623744669235	5.97836723954928	6.14052449010366	6.03161818249359	5.95902597614371	6.01977465678597	9.58799661973809	5.98540834047522	6.12225239008987
1108_s_at	5.1411060213614	5.74628629323687	5.47062484422818	5.77067067753139	5.70059282686676	5.76166693026145	5.18249903393581	5.37764460631694	5.40221982473888	5.08749164246309	5.49685559463573	5.58294186539785
1109_s_at	5.24963212230963	5.71454551871129	5.6191006586764	5.82585724195953	5.72368567087353	5.63642060765428	5.26483580316023	5.23781116401404	5.50189219708914	5.11549209780075	5.36793231852334	5.64018105894645
110_at	7.09226214673535	7.9779063848783	7.87400445321954	8.05978340289856	7.9263165720721	7.99863197061762	7.51024476358888	7.7784027228552	7.8551139147363	7.35229995358939	7.71716610751924	7.97838113871112
1110_at	4.21468270981543	4.52652933143628	4.40159803444654	4.71936300449727	4.2601564770366	4.52038819771077	3.9152302923902	4.46059599244628	4.49004242800844	3.9154755115658	4.12475586593673	4.43987038148493
1111_at	3.96328839587987	4.98067979419376	4.91120846842634	4.87840817715369	4.97160466017696	4.75235264358839	4.23789084180881	4.61827385810459	4.56462779543820	4.12121246302076	4.58712666843412	4.69764167830781
1112_g_at	5.14497505046642	5.85330956637669	5.89558353568293	6.01749932569333	5.980181192451	5.66809049353959	5.25743414369822	5.73845695526744	5.54034663865022	5.22065608173822	5.68692826261666	5.69033533646682
1113_at	3.30194614905713	3.58204978093633	3.62415245741875	3.90994868452575	4.04922529178297	3.83554781504086	3.32456477297679	3.59403804126974	3.66379455305544	3.13253849602694	3.52541579676346	3.6993996658968
1114_at	5.98004621342461	5.84026642590967	5.45685630833046	5.86736676827236	5.87943977865106	6.04827324631032	5.28196012239661	5.69931460368528	5.61120485177181	5.22233472138732	5.38315876433604	5.72066353538699
1115_at	3.39392080987663	4.17964434106954	3.74992013101126	3.93499888202661	3.8057472188319	4.16906527468239	3.65442277080006	3.80388713026329	3.77471738001432	3.66121183506853	3.61501211578115	3.73844024620251
1116_at	6.92963172049392	6.93655743969176	6.91160379812041	6.83070838811434	6.71164219076456	7.11921020607397	6.49788228179719	6.66141792834267	6.80325333097892	6.42582577112228	6.7559661430558	6.68222004422057
1117_at	4.90209020063902	5.22815553224524	5.03086780151123	5.36372727057547	5.14878415441031	5.0788527806091	4.90683898756969	5.26127878176433	5.1800499532803	4.88896814679225	5.05451338423554	5.16591685229023
1118_at	4.42163987573503	5.98810475873382	5.71014545389587	5.84819315883203	5.48472587740098	5.91541965574334	5.0462195616342	5.54915806430953	5.48089365024095	5.09702605189896	5.40322413775711	5.55798518042407
1119_at	5.07300538569447	5.0776907325189	4.9270632613718	5.12506862869712	5.06689174643631	5.02567016410773	5.03760813325977	4.81614238735901	4.66461329216709	4.89664645468784	5.12315436151449	5.06455268131651
111_at	5.99748878212344	6.15561369207239	6.11477449411688	6.16214751174963	6.0182769089497	6.20166927071159	5.69639516136156	5.93221401164868	5.92078876553550	5.62531474793341	6.02730581681165	6.0528901154087
1120_at	5.76464413907576	5.25634193840416	5.29665226645516	5.42771970537487	5.3035543387521	5.27785614429316	4.68913264377784	5.26681350890005	4.99546377594638	4.48839718993874	5.20601789597576	5.06268218459244
1121_g_at	4.88745638955973	4.03664420749701	4.01929119181839	4.22425547715483	4.09371064888794	4.09337054057011	3.6637182730301	3.87538219365264	3.9345246809465	3.56197446332408	3.91463499643556	4.17058632888967
1122_f_at	7.35641575871432	7.90692450924103	7.8783878203417	7.61756636663316	7.66736333877008	7.78349062107742	7.42268390782203	7.83416206755061	7.69881076268976	7.48749105728188	7.734561000545	7.66189983575663
1123_at	6.13597370422014	7.22169074168046	6.7959371872352	6.91601033318109	7.00908808082304	7.16354235796156	6.4347562043387	6.8640526894607	6.96322386950999	6.48625424229122	6.88645449840147	6.70519827264076
